# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jul 03 15:37:12 CEST 2020 [seed=1593783432197]
# MIKC_orthogroup_selection-basal-v6_guide-v4_aligned-mafft-einsi_trim-gt1-seqrmmanual_beastv1.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
28000	-49077.204363639765	-678.7227912160381	-48398.48157242373	1.1807671198793024	69.62039295261631	18.746449853467183	1.0	1.0	-48398.48157242373	0.0	-675.7917868226974
29000	-49069.13238540294	-679.2296723984775	-48389.90271300446	1.1907236314237242	69.63731604116852	22.22956146971481	1.0	1.0	-48389.90271300446	0.0	-676.1282493976544
30000	-49037.666805951296	-678.8952916356099	-48358.77151431569	1.1811213689060625	69.41472480571352	18.060307134368035	1.0	1.0	-48358.77151431569	0.0	-676.001575081433
31000	-49002.013939201	-679.1816695746412	-48322.832269626364	1.1511995726116067	69.54153810695162	23.0202848218375	1.0	1.0	-48322.832269626364	0.0	-676.0452937986248
32000	-48988.35650960935	-674.7582326814273	-48313.59827692792	1.138493038216666	68.21627578277197	19.26172659565797	1.0	1.0	-48313.59827692792	0.0	-671.8001126323642
33000	-48930.4930816583	-676.3436598017823	-48254.14942185652	1.158909780443735	68.62329373064638	20.134880263995452	1.0	1.0	-48254.14942185652	0.0	-673.3412061541569
34000	-48866.10179216703	-678.4384274292366	-48187.66336473779	1.1868350952382478	69.35022370563229	20.167439902903208	1.0	1.0	-48187.66336473779	0.0	-675.4343580113102
35000	-48855.137165675435	-676.9768763494461	-48178.16028932599	1.179749416561443	68.49956081210183	22.209668513478565	1.0	1.0	-48178.16028932599	0.0	-673.8763486367534
36000	-48850.425330208884	-675.7136756801472	-48174.711654528735	1.149693107965098	68.02401454094479	22.17900570317707	1.0	1.0	-48174.711654528735	0.0	-672.614529527761
37000	-48836.263263302106	-675.3447583235157	-48160.91850497859	1.1508306746025525	67.8910356354113	20.113539890007527	1.0	1.0	-48160.91850497859	0.0	-672.3433651088666
38000	-48828.090553418806	-674.2638488768289	-48153.82670454198	1.16699632029133	67.45385166846765	19.590839687014387	1.0	1.0	-48153.82670454198	0.0	-671.2887867827479
39000	-48837.21846512866	-674.7639939835952	-48162.454471145065	1.1554500643557624	67.45664122343022	20.844225031021704	1.0	1.0	-48162.454471145065	0.0	-671.726917050645
40000	-48835.02785237781	-675.2532308702524	-48159.77462150756	1.248009708360841	68.51549032792923	20.485300125141475	1.0	1.0	-48159.77462150756	0.0	-672.2335233083899
41000	-48829.18285118796	-676.7266576769111	-48152.45619351105	1.2298444179427015	68.71772969784936	22.112894804218417	1.0	1.0	-48152.45619351105	0.0	-673.630496763239
42000	-48810.36074126407	-674.5497378566663	-48135.811003407405	1.2037467107321216	67.87177949298146	20.270197953873023	1.0	1.0	-48135.811003407405	0.0	-671.5405861303955
43000	-48798.11722560653	-674.6350339149485	-48123.48219169158	1.1434354180987714	67.6282160654332	19.24302436250998	1.0	1.0	-48123.48219169158	0.0	-671.6778852906656
44000	-48805.748854414385	-672.0256131650683	-48133.72324124932	1.1128225405206238	66.8179005244563	18.441005836681672	1.0	1.0	-48133.72324124932	0.0	-669.1110364019697
45000	-48801.84606213438	-674.5001948139245	-48127.34586732045	1.190671289386481	67.7919874862822	18.59026731135967	1.0	1.0	-48127.34586732045	0.0	-671.5775566329852
46000	-48806.070248804055	-673.4277047138627	-48132.642544090195	1.2164041995695813	67.4488256452974	17.842408302499496	1.0	1.0	-48132.642544090195	0.0	-670.546126601287
47000	-48791.10099197227	-674.3636637188615	-48116.73732825341	1.1599850083259036	67.318179098766	20.600390316735343	1.0	1.0	-48116.73732825341	0.0	-671.3383536958312
48000	-48783.18688949459	-677.5342608533292	-48105.652628641255	1.1777811522601596	68.60184238287283	20.54540686688176	1.0	1.0	-48105.652628641255	0.0	-674.5116234474965
49000	-48787.34000505073	-672.3732917918884	-48114.966713258844	1.0896289112904767	66.10776755964129	16.63819734794904	1.0	1.0	-48114.966713258844	0.0	-669.5615906948187
50000	-48776.2421444074	-673.2843527811084	-48102.95779162629	1.1078296030539045	67.27910000432405	18.770679373015685	1.0	1.0	-48102.95779162629	0.0	-670.352056736545
51000	-48769.7735105024	-674.3916697612646	-48095.38184074113	1.103445538802937	67.71857395121366	18.961848101891437	1.0	1.0	-48095.38184074113	0.0	-671.4492407954594
52000	-48769.036097699056	-672.6557568012305	-48096.38034089783	1.086978432623578	66.72135512420186	17.257622960031913	1.0	1.0	-48096.38034089783	0.0	-669.8075028446405
53000	-48758.296358752785	-674.7716894806142	-48083.52466927217	1.0870520840784317	67.5004877036485	19.927628783949025	1.0	1.0	-48083.52466927217	0.0	-671.7795823306907
54000	-48769.79003741463	-674.1443022621893	-48095.64573515244	1.0830696008552838	66.62757167777887	22.725664866437583	1.0	1.0	-48095.64573515244	0.0	-671.0208073655048
55000	-48751.99311487231	-674.3842088961122	-48077.6089059762	1.1327255411531048	67.17716499093551	19.16976078117317	1.0	1.0	-48077.6089059762	0.0	-671.4308748179445
56000	-48755.0374052645	-673.289522007356	-48081.74788325714	1.094812599022979	66.19830720442502	21.525021948469742	1.0	1.0	-48081.74788325714	0.0	-670.2203059373694
57000	-48757.95457772811	-675.7772444219665	-48082.17733330614	1.1472142097771474	68.1114151145984	20.952402005499337	1.0	1.0	-48082.17733330614	0.0	-672.7349911279703
58000	-48767.45391118107	-676.429136369508	-48091.024774811565	1.1405130165607205	67.79621518788296	22.54476401797571	1.0	1.0	-48091.024774811565	0.0	-673.3136335248454
59000	-48773.48999465328	-673.5782233942319	-48099.91177125905	1.0929044217744208	66.94980842802588	21.375410108016126	1.0	1.0	-48099.91177125905	0.0	-670.5159821932532
60000	-48766.686522452364	-675.0975990647676	-48091.5889233876	1.121343380838059	67.93268434597209	21.26363378602751	1.0	1.0	-48091.5889233876	0.0	-672.0406007851973
61000	-48760.60317843108	-672.8826664907149	-48087.720511940366	1.1067793804237833	66.91328254668339	19.89458020085306	1.0	1.0	-48087.720511940366	0.0	-669.8922191477948
62000	-48765.7556152513	-675.7253109047512	-48090.03030434655	1.1243422311181404	67.46229628019724	18.116044712509158	1.0	1.0	-48090.03030434655	0.0	-672.8285129109377
63000	-48758.83299198773	-672.7229815166025	-48086.11001047113	1.1172460177156869	66.3322785019582	19.12739334813739	1.0	1.0	-48086.11001047113	0.0	-669.7718600023334
64000	-48758.803883622815	-675.8801419742205	-48082.92374164859	1.2659336926522609	67.11242696406134	17.0296559208128	1.0	1.0	-48082.92374164859	0.0	-673.0451856840475
65000	-48761.27123157546	-674.7826863309638	-48086.488545244494	1.1525636592469093	66.84186991896094	18.212283016933355	1.0	1.0	-48086.488545244494	0.0	-671.8805900734773
66000	-48757.11130529524	-675.083903077533	-48082.02740221771	1.1584672977310477	66.21877352750961	22.3868366825563	1.0	1.0	-48082.02740221771	0.0	-671.975429939505
67000	-48760.94914146855	-671.3835325605079	-48089.56560890804	1.252717855063091	65.98506714783963	20.50590397539339	1.0	1.0	-48089.56560890804	0.0	-668.3628197170275
68000	-48764.69544775026	-676.5490976422491	-48088.14635010801	1.1858433781887527	67.58009180788108	19.83485683056773	1.0	1.0	-48088.14635010801	0.0	-673.5616568063291
69000	-48772.76513032257	-670.4219872890479	-48102.343143033526	1.259661472619914	66.21220501098531	19.80145300354221	1.0	1.0	-48102.343143033526	0.0	-667.4362319700226
70000	-48759.10188065416	-675.1485208717627	-48083.9533597824	1.2528133008447409	67.43672598668216	19.968773919949502	1.0	1.0	-48083.9533597824	0.0	-672.1543511223165
71000	-48765.663419641	-673.2043141676006	-48092.4591054734	1.1001102790337827	65.77778268152466	16.852067883287525	1.0	1.0	-48092.4591054734	0.0	-670.3798407952884
72000	-48776.93702703171	-672.8870578751934	-48104.04996915651	1.2297678279895554	66.52272568171279	18.17692872100168	1.0	1.0	-48104.04996915651	0.0	-669.9869047379542
73000	-48764.07361998732	-673.0273203421609	-48091.04629964516	1.184023547073686	66.2226087014466	21.170833717105484	1.0	1.0	-48091.04629964516	0.0	-669.9746958757818
74000	-48774.27786429698	-673.0693577089531	-48101.208506588024	1.1885040972387482	66.45042027175886	17.75800010459768	1.0	1.0	-48101.208506588024	0.0	-670.1925215844528
75000	-48767.40191864519	-673.8207883552949	-48093.581130289895	1.1632893140143041	66.83005569524734	19.095770178150467	1.0	1.0	-48093.581130289895	0.0	-670.8713215014088
76000	-48764.31423650312	-670.7400356571194	-48093.57420084601	1.2238019841950905	66.01119685134042	19.533584580444543	1.0	1.0	-48093.57420084601	0.0	-667.7679003868071
77000	-48757.80676738777	-674.3979669211105	-48083.408800466656	1.1616510913918316	67.20054087428498	19.201376901861266	1.0	1.0	-48083.408800466656	0.0	-671.4429849310095
78000	-48762.60160767625	-675.1890523330766	-48087.41255534318	1.1942381394681323	67.15658365600363	20.803955414420532	1.0	1.0	-48087.41255534318	0.0	-672.1539092002934
79000	-48760.305949179565	-674.2752066681592	-48086.03074251141	1.2711665399533314	66.88566595580569	18.530944792258076	1.0	1.0	-48086.03074251141	0.0	-671.3557646419919
80000	-48784.89231984108	-679.5873368776809	-48105.3049829634	1.303413525369816	68.56097662103171	21.38949779679939	1.0	1.0	-48105.3049829634	0.0	-676.5244368332727
81000	-48787.73378387795	-674.3314876715446	-48113.402296206405	1.2371143430470186	66.87772417400052	19.22555471588791	1.0	1.0	-48113.402296206405	0.0	-671.3752473026867
82000	-48771.498615673794	-673.6516510771105	-48097.84696459668	1.183400430800072	66.59767446375706	20.389093921844022	1.0	1.0	-48097.84696459668	0.0	-670.6366509308904
83000	-48784.13998055187	-678.0653016491234	-48106.07467890274	1.181068862008869	67.69490483718387	21.933180760228243	1.0	1.0	-48106.07467890274	0.0	-674.9773010557051
84000	-48774.90520002683	-677.644940770319	-48097.26025925651	1.1342939611576959	67.59161929187411	17.663782508563074	1.0	1.0	-48097.26025925651	0.0	-674.7734244129946
85000	-48777.772586174244	-676.2845413494933	-48101.48804482475	1.1863384020965333	67.2935065879289	21.87967600869381	1.0	1.0	-48101.48804482475	0.0	-673.1989831796957
86000	-48758.23423330508	-673.0071657251026	-48085.227067579974	1.205928097701675	66.93270722500749	17.82319996771804	1.0	1.0	-48085.227067579974	0.0	-670.1266647474796
87000	-48748.403558339254	-673.2479628440145	-48075.15559549524	1.3037601894477842	67.2022247703018	20.056421607882346	1.0	1.0	-48075.15559549524	0.0	-670.2494134618456
88000	-48740.780445791715	-676.0218082989671	-48064.75863749275	1.2124643069092378	66.93456888569709	16.00465605997514	1.0	1.0	-48064.75863749275	0.0	-673.2489286153123
89000	-48753.238167760224	-673.3544467832969	-48079.883720976926	1.232544109411696	67.14598007445112	19.03888599098762	1.0	1.0	-48079.883720976926	0.0	-670.4079632645221
90000	-48758.43448487319	-674.8397349925996	-48083.59474988059	1.227319102690325	67.47117162721038	18.09213595480388	1.0	1.0	-48083.59474988059	0.0	-671.9442576263757
91000	-48744.444198211895	-670.3133442324024	-48074.13085397949	1.25554647701487	66.29395837668302	20.12727616719607	1.0	1.0	-48074.13085397949	0.0	-667.3112683140178
92000	-48740.243523217345	-672.3690615645263	-48067.87446165282	1.0628784242599436	66.93426642024417	20.218334262003314	1.0	1.0	-48067.87446165282	0.0	-669.3624717350394
93000	-48739.08887561317	-672.6120103233334	-48066.476865289835	1.0795157627680028	66.51204186590279	21.047421483418145	1.0	1.0	-48066.476865289835	0.0	-669.5652322655576
94000	-48739.339982907935	-677.5568123537095	-48061.78317055423	1.0968130969508614	67.8876880448207	17.587183311564864	1.0	1.0	-48061.78317055423	0.0	-674.6896419378809
95000	-48740.1275874658	-671.8076117499555	-48068.31997571584	1.0878826544975344	65.91366522334485	20.202024182737475	1.0	1.0	-48068.31997571584	0.0	-668.8018289435025
96000	-48754.90692382266	-677.678026398656	-48077.228897424	1.1174929867735677	68.31126191793648	21.433633797031714	1.0	1.0	-48077.228897424	0.0	-674.6130650376548
97000	-48734.438975457495	-672.3016282021881	-48062.13734725531	1.0864724100211254	66.36693522645174	19.762263988353663	1.0	1.0	-48062.13734725531	0.0	-669.3178539421222
98000	-48757.926955958035	-672.723712664109	-48085.20324329392	1.0911370671109355	66.28247191644861	20.86220297590394	1.0	1.0	-48085.20324329392	0.0	-669.685773612447
99000	-48758.49833262119	-675.1782476205577	-48083.32008500063	1.0876313137352245	67.61214822526922	19.28991118400336	1.0	1.0	-48083.32008500063	0.0	-672.2186653979014
100000	-48766.09707786805	-675.6200000981183	-48090.47707776993	1.1016574699234662	67.31281079605239	18.493712033772447	1.0	1.0	-48090.47707776993	0.0	-672.7025693138761
101000	-48762.31522642735	-672.1222686181666	-48090.19295780919	1.1103529232520974	67.00360411071614	19.223366633523725	1.0	1.0	-48090.19295780919	0.0	-669.1661420669292
102000	-48777.34514235863	-674.7065106183973	-48102.638631740236	1.1227921350752859	66.53235300207174	23.620420777822677	1.0	1.0	-48102.638631740236	0.0	-671.544398993315
103000	-48755.0801683537	-672.3821692362371	-48082.69799911746	1.1127330582586388	66.68884758982065	20.56968015271148	1.0	1.0	-48082.69799911746	0.0	-669.3583510819051
104000	-48753.949313428915	-671.7278315762304	-48082.221481852685	1.1176192181493032	66.72136734427977	19.831088126045817	1.0	1.0	-48082.221481852685	0.0	-668.7405807624838
105000	-48760.86435268474	-675.8754595210544	-48084.98889316368	1.15563208906232	68.13088479032913	20.00833738399076	1.0	1.0	-48084.98889316368	0.0	-672.8793104651667
106000	-48764.96646299524	-673.5669186687684	-48091.39954432647	1.1213331850534027	66.8430783735598	20.113383665266806	1.0	1.0	-48091.39954432647	0.0	-670.5655332212924
107000	-48764.92592383147	-675.4471144853668	-48089.4788093461	1.139338158644748	67.53613726366527	18.137973146841276	1.0	1.0	-48089.4788093461	0.0	-672.5491067808342
108000	-48762.45093405214	-672.6275622085087	-48089.82337184363	1.0562798385329857	66.48222417270838	19.668832278529287	1.0	1.0	-48089.82337184363	0.0	-669.648526943476
109000	-48773.62142057699	-680.2860506023421	-48093.335369974644	1.0749006036542146	67.34860646755186	25.087211870435794	1.0	1.0	-48093.335369974644	0.0	-677.0636923732708
110000	-48764.19770494122	-671.8246107739434	-48092.37309416728	1.0372515502491522	65.52231810803141	17.964207110140467	1.0	1.0	-48092.37309416728	0.0	-668.9362294896071
111000	-48772.31960690425	-672.8485519031235	-48099.47105500113	1.0689313652483077	66.25842145233267	19.535746573058958	1.0	1.0	-48099.47105500113	0.0	-669.8763059581438
112000	-48762.54065123985	-672.4332705157759	-48090.10738072407	1.0343661199774536	65.57398504646707	21.548662440360115	1.0	1.0	-48090.10738072407	0.0	-669.3629567688852
113000	-48746.583591133334	-672.0393930566892	-48074.54419807665	1.0824097975305287	66.29155180995261	17.917260082723978	1.0	1.0	-48074.54419807665	0.0	-669.1536285580017
114000	-48757.96325129328	-669.8755514720538	-48088.087699821226	1.0862046508247984	65.59135093995252	18.12822654580192	1.0	1.0	-48088.087699821226	0.0	-666.9780812708359
115000	-48740.5472254163	-671.2670255785685	-48069.28019983773	1.084344885248645	66.1660304134384	18.408296471653532	1.0	1.0	-48069.28019983773	0.0	-668.3542241203777
116000	-48759.04728036026	-674.2553452580553	-48084.79193510221	1.0668415253199235	66.39987004245852	21.34852041347793	1.0	1.0	-48084.79193510221	0.0	-671.1943628222585
117000	-48766.753239638536	-674.2692631702266	-48092.48397646831	1.0508315114113524	66.66638418585734	21.541048720722642	1.0	1.0	-48092.48397646831	0.0	-671.1993028125562
118000	-48760.86612690646	-675.3367718889265	-48085.529355017534	1.1092094672452504	67.55449722971252	20.508981438390958	1.0	1.0	-48085.529355017534	0.0	-672.3159089797823
119000	-48752.71494699665	-669.7503493346569	-48082.964597661994	1.0751077379506433	65.29184545647351	17.928983397655713	1.0	1.0	-48082.964597661994	0.0	-666.863930747049
120000	-48746.94285162782	-675.9648040382394	-48070.97804758958	1.1214622100232872	67.3452473762576	22.0436156850977	1.0	1.0	-48070.97804758958	0.0	-672.8717810163616
121000	-48738.22626213145	-670.7095730870703	-48067.51668904438	1.1272899290669198	65.7772088941055	19.787176650739635	1.0	1.0	-48067.51668904438	0.0	-667.7245390030838
122000	-48732.60605026924	-673.8766030881065	-48058.72944718113	1.1464304936935117	66.14503415401508	15.867554161795201	1.0	1.0	-48058.72944718113	0.0	-671.1123266825347
123000	-48742.906797968244	-670.555520003172	-48072.35127796507	1.1648617394679497	65.32600135184711	21.267088671493585	1.0	1.0	-48072.35127796507	0.0	-667.4983592581991
124000	-48753.64904765276	-671.0238854850135	-48082.62516216775	1.2106988738614366	65.84290747760933	19.795915343710817	1.0	1.0	-48082.62516216775	0.0	-668.038409864367
125000	-48770.51353262317	-672.5412493669003	-48097.97228325627	1.2087365231943301	67.11163093888757	19.505787698970668	1.0	1.0	-48097.97228325627	0.0	-669.570538140293
126000	-48759.272186632516	-673.9208814609513	-48085.35130517156	1.2093078428806676	67.29260462006197	21.082866139411504	1.0	1.0	-48085.35130517156	0.0	-670.8724207816527
127000	-48745.250991618785	-672.8296281448322	-48072.42136347395	1.1263695148990391	66.69698891815264	17.82112613246971	1.0	1.0	-48072.42136347395	0.0	-669.9492435299227
128000	-48743.40429809942	-675.7950400921022	-48067.60925800732	1.1359797708653159	67.59625322694608	18.310608452191172	1.0	1.0	-48067.60925800732	0.0	-672.8875595033732
129000	-48747.046497721916	-673.7450477612246	-48073.301449960694	1.2788950316043697	67.52789669018031	20.065021325548113	1.0	1.0	-48073.301449960694	0.0	-670.746069694683
130000	-48743.85720386631	-674.0896290550884	-48069.76757481122	1.1963064608037606	67.00614674636249	17.132253089254103	1.0	1.0	-48069.76757481122	0.0	-671.2486662225484
131000	-48740.4652162544	-675.5777490360529	-48064.887467218345	1.160353147169927	67.49061064951124	21.385567458984866	1.0	1.0	-48064.887467218345	0.0	-672.5150327593515
132000	-48740.038178801464	-674.759349160901	-48065.27882964056	1.208874452267296	67.51155163049458	20.290204349787587	1.0	1.0	-48065.27882964056	0.0	-671.7492109356607
133000	-48725.313472039474	-669.769292680989	-48055.54417935848	1.2188099088717586	65.73588159780671	17.617317674603758	1.0	1.0	-48055.54417935848	0.0	-666.9004103039307
134000	-48722.10686571191	-674.6079719977797	-48047.49889371413	1.2117673055909486	67.47820515935582	20.756801743842917	1.0	1.0	-48047.49889371413	0.0	-671.575098009932
135000	-48728.73148265692	-672.6073444649547	-48056.12413819197	1.1052621479093747	66.7471687027808	19.598080036818704	1.0	1.0	-48056.12413819197	0.0	-669.6319128608216
136000	-48742.45140618624	-671.6312290521648	-48070.820177134075	1.2222626587556942	66.27764590320606	16.072076251494078	1.0	1.0	-48070.820177134075	0.0	-668.8541456802948
137000	-48760.572540254194	-673.8569372401006	-48086.71560301409	1.2968603810978638	68.16119266305802	19.58010510761921	1.0	1.0	-48086.71560301409	0.0	-670.8824232349014
138000	-48749.157874230965	-672.2634924026664	-48076.8943818283	1.249348387437758	67.13651117322881	20.116738958063994	1.0	1.0	-48076.8943818283	0.0	-669.2619401501903
139000	-48746.872910394624	-676.1507586051565	-48070.722151789465	1.1992469434441468	67.92219223629263	17.299220229603417	1.0	1.0	-48070.722151789465	0.0	-673.300097178102
140000	-48739.69944413565	-670.3311449407064	-48069.368299194946	1.0991905269320104	65.60575722979718	18.442337403743494	1.0	1.0	-48069.368299194946	0.0	-667.4164959733581
141000	-48746.88785887946	-671.531932395888	-48075.35592648357	1.1317507016342472	66.08844229445582	19.21451018226562	1.0	1.0	-48075.35592648357	0.0	-668.5762666636213
142000	-48742.76522417518	-672.1176354452722	-48070.64758872991	1.153212673950318	66.5225206884782	19.921988778307636	1.0	1.0	-48070.64758872991	0.0	-669.1258113598308
143000	-48761.762587864614	-669.7882670984029	-48091.97432076621	1.1280729101278275	65.28773791809506	17.678525973973553	1.0	1.0	-48091.97432076621	0.0	-666.9159164171818
144000	-48770.788255967636	-672.4057729759722	-48098.38248299166	1.1670983977846132	66.56256237599246	16.79015283730763	1.0	1.0	-48098.38248299166	0.0	-669.5849804020471
145000	-48748.457044691735	-672.147212557265	-48076.30983213447	1.1572834354570218	66.74782727866658	19.265351020028564	1.0	1.0	-48076.30983213447	0.0	-669.188904358744
146000	-48755.09896449399	-672.6534950694645	-48082.44546942453	1.2047330970969945	66.10771953066896	22.39598048076377	1.0	1.0	-48082.44546942453	0.0	-669.5446135695283
147000	-48758.59256152669	-670.8881735418026	-48087.704387984886	1.1329315673678637	66.24745274245721	18.694350302869953	1.0	1.0	-48087.704387984886	0.0	-667.9599521864316
148000	-48765.42031233266	-673.3200024119927	-48092.100309920665	1.2170613089241396	67.3985474661119	19.484312284121156	1.0	1.0	-48092.100309920665	0.0	-670.3503927684557
149000	-48769.76353712327	-675.9243758795701	-48093.8391612437	1.1815481138999133	67.81496668561553	21.664097999854306	1.0	1.0	-48093.8391612437	0.0	-672.8487194592235
150000	-48772.06369211302	-674.4658951301437	-48097.597796982875	1.1866948768014247	67.59688088495048	18.356161406331662	1.0	1.0	-48097.597796982875	0.0	-671.5559298405395
151000	-48764.692623171926	-674.6012702390406	-48090.09135293288	1.229307568702303	67.83387902995455	20.83640519961551	1.0	1.0	-48090.09135293288	0.0	-671.5645685322544
152000	-48752.79194345449	-676.4038283890483	-48076.38811506544	1.2373205317137714	68.63136442816555	18.59913503160492	1.0	1.0	-48076.38811506544	0.0	-673.4807133130876
153000	-48733.62465512123	-673.9906002766553	-48059.63405484457	1.298688377605046	66.94619359546817	21.344879083485896	1.0	1.0	-48059.63405484457	0.0	-670.929788421325
154000	-48758.182168743355	-678.8301928256436	-48079.351975917714	1.2761369338655562	67.88566112943175	23.583276467807135	1.0	1.0	-48079.351975917714	0.0	-675.6696549890504
155000	-48733.60183833628	-674.5276468795297	-48059.074191456755	1.1920741131098258	66.60443282462771	21.907732351790113	1.0	1.0	-48059.074191456755	0.0	-671.4408072295995
156000	-48737.51347811909	-670.8102068230597	-48066.703271296035	1.1969824527142625	65.74006186687234	19.052525003757	1.0	1.0	-48066.703271296035	0.0	-667.8630071841415
157000	-48736.678782075986	-674.3099944938338	-48062.36878758215	1.191212415485761	66.88321219121161	18.91530775542971	1.0	1.0	-48062.36878758215	0.0	-671.3700229654381
158000	-48744.19539848071	-676.9337223491405	-48067.26167613157	1.2069140843891968	68.24101149934098	19.899210703994417	1.0	1.0	-48067.26167613157	0.0	-673.9430422813125
