# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jul 03 15:37:12 CEST 2020 [seed=1593783432197]
# MIKC_orthogroup_selection-basal-v6_guide-v4_aligned-mafft-einsi_trim-gt1-seqrmmanual_beastv1.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1676000	-48737.92165800478	-674.8854946738282	-48063.03616333095	1.0862211096075856	66.88497631796015	21.455279492280294	1.0	1.0	-48063.03616333095	0.0	-671.8195239285631
1677000	-48735.097634398895	-671.5795074793446	-48063.51812691955	1.3504297774985854	66.57331717738636	16.94204544559123	1.0	1.0	-48063.51812691955	0.0	-668.749709050917
1678000	-48741.165539993446	-675.9440737869429	-48065.2214662065	1.2148481101899284	67.89957140432188	20.970398573800168	1.0	1.0	-48065.2214662065	0.0	-672.9009619353523
1679000	-48733.7538939389	-670.1525540786259	-48063.60133986027	1.1935503556621883	65.82161663412278	18.265479942627884	1.0	1.0	-48063.60133986027	0.0	-667.247541142095
1680000	-48738.91014748615	-677.994607656829	-48060.91553982932	1.1056718160504984	68.23341933525171	22.237759406783955	1.0	1.0	-48060.91553982932	0.0	-674.8928159386197
1681000	-48735.90751162275	-674.5531786041691	-48061.35433301858	1.1980991361111835	67.47490085289263	20.09250303367316	1.0	1.0	-48061.35433301858	0.0	-671.5528318420791
1682000	-48723.00517279715	-672.1038780241676	-48050.901294772986	1.173965954993085	66.76535952924866	20.323516970303643	1.0	1.0	-48050.901294772986	0.0	-669.0920993371865
1683000	-48724.450341900316	-672.3739950604597	-48052.07634683986	1.0999933988267612	66.04892886403702	21.18086471456024	1.0	1.0	-48052.07634683986	0.0	-669.3208968941813
1684000	-48729.26712541112	-673.8848545532417	-48055.38227085788	1.366768656302593	67.35129796623487	17.636785015207824	1.0	1.0	-48055.38227085788	0.0	-671.0148677746472
1685000	-48719.028871286944	-669.3892111165871	-48049.63966017036	1.1734717894576252	65.52016066965842	17.48762006440152	1.0	1.0	-48049.63966017036	0.0	-666.5277179108921
1686000	-48721.78534049107	-674.6463026127869	-48047.13903787828	1.2705553712054856	67.35347506014715	18.590727378771685	1.0	1.0	-48047.13903787828	0.0	-671.7236396843972
1687000	-48741.63817404761	-672.9510906648325	-48068.68708338278	1.2540473766692681	66.98478136715539	19.401695346033037	1.0	1.0	-48068.68708338278	0.0	-669.9857302136106
1688000	-48734.4909938679	-671.8805335493456	-48062.61046031855	1.254384369436772	66.28818444038544	16.7078205120131	1.0	1.0	-48062.61046031855	0.0	-669.0646566454059
1689000	-48741.40773847466	-673.3134199993315	-48068.094318475334	1.1438150221046837	66.84449027639468	19.168431406416016	1.0	1.0	-48068.094318475334	0.0	-670.3601552710566
1690000	-48733.77502275375	-671.2835106142779	-48062.491512139466	1.1635086899367324	66.39917549085405	18.30030124998135	1.0	1.0	-48062.491512139466	0.0	-668.3765930928184
1691000	-48736.641176939884	-674.3106366098058	-48062.33054033008	1.2092160922193047	67.0933449064361	21.849071315789992	1.0	1.0	-48062.33054033008	0.0	-671.2264781918773
1692000	-48731.41009752334	-670.2911487388097	-48061.118948784526	1.1972176781098949	65.64485581664799	20.158939984034962	1.0	1.0	-48061.118948784526	0.0	-667.2875008771459
1693000	-48716.02794413214	-673.0458385722716	-48042.982105559866	1.1871852433752352	66.50176430652535	18.81745788268039	1.0	1.0	-48042.982105559866	0.0	-670.1110535225471
1694000	-48716.044483000725	-672.5213712215892	-48043.52311177913	1.1821682021225444	66.1068699454268	20.86494214112981	1.0	1.0	-48043.52311177913	0.0	-669.4833008805604
1695000	-48721.50285966227	-670.4270355205791	-48051.07582414169	1.0968030942451705	65.69085404768552	18.676461781669797	1.0	1.0	-48051.07582414169	0.0	-667.4997715178354
1696000	-48721.980472907795	-671.2867228463608	-48050.69375006144	1.0718503967381083	66.06734760340258	18.096704448674878	1.0	1.0	-48050.69375006144	0.0	-668.3909929993255
1697000	-48720.39441570398	-673.0508080499553	-48047.343607654024	1.0900086288909934	66.44525656921753	19.86673688669206	1.0	1.0	-48047.343607654024	0.0	-670.0617612299933
1698000	-48725.34303974718	-674.9896763815286	-48050.353363365655	1.0778235294880512	66.42389387791252	16.412928831467756	1.0	1.0	-48050.353363365655	0.0	-672.1916070138957
1699000	-48704.52920762646	-673.0751856818716	-48031.454021944584	1.0959122813393791	66.49221772152592	20.626678003517082	1.0	1.0	-48031.454021944584	0.0	-670.048600395214
1700000	-48716.10775620382	-675.18005619829	-48040.92770000553	1.1141882034261759	66.99825118757111	18.190277622302023	1.0	1.0	-48040.92770000553	0.0	-672.2791689435179
1701000	-48709.709764006024	-673.5580259671882	-48036.15173803883	1.0934059900079631	66.24518803339826	20.39118229905713	1.0	1.0	-48036.15173803883	0.0	-670.542923400023
1702000	-48710.08526899097	-673.9506091226589	-48036.134659868316	1.1080097277755159	66.95931928798527	20.406982657901303	1.0	1.0	-48036.134659868316	0.0	-670.9347319932235
1703000	-48714.96334690011	-674.9535956968226	-48040.00975120329	1.1197295314002467	67.16048896120647	19.967835163079382	1.0	1.0	-48040.00975120329	0.0	-671.9594729597238
1704000	-48727.64811073251	-674.2556937758646	-48053.392416956645	1.096473044190672	67.08914347123773	20.51063742307199	1.0	1.0	-48053.392416956645	0.0	-671.2347501256152
1705000	-48724.77401459582	-670.2463907477758	-48054.52762384805	1.0663009903329739	65.26616585635475	19.94558385984978	1.0	1.0	-48054.52762384805	0.0	-667.2533829893523
1706000	-48731.819842341705	-674.1316862422518	-48057.68815609945	1.0812060276320745	67.07612236863395	17.458097715602698	1.0	1.0	-48057.68815609945	0.0	-671.2718826487724
1707000	-48729.02815092648	-671.6638919080316	-48057.36425901845	1.2051668163818412	66.51015206431302	20.54764935502881	1.0	1.0	-48057.36425901845	0.0	-668.6411453602486
1708000	-48734.507865918466	-671.5032350511907	-48063.004630867275	1.2533744749288487	66.85223138095964	19.66924910198285	1.0	1.0	-48063.004630867275	0.0	-668.5241785943032
1709000	-48735.60281247221	-673.340251817897	-48062.26256065431	1.1943096698524074	66.67750006520085	22.710281045537	1.0	1.0	-48062.26256065431	0.0	-670.2174340864472
1710000	-48733.14091274065	-674.5445614334166	-48058.596351307235	1.3452428437253037	66.94914993593369	15.979727481382355	1.0	1.0	-48058.596351307235	0.0	-671.7732405469546
1711000	-48713.4232406355	-670.6773834338212	-48042.74585720168	1.172580841111453	66.05054666993485	19.793008619208997	1.0	1.0	-48042.74585720168	0.0	-667.6920546585152
1712000	-48718.3255207203	-668.3518563631947	-48049.9736643571	1.1878927526150418	65.1362894375382	17.736741917983316	1.0	1.0	-48049.9736643571	0.0	-665.4762180605657
1713000	-48732.7892931323	-673.0137251852159	-48059.77556794709	1.1863258826053935	66.92437342423882	19.33164071369139	1.0	1.0	-48059.77556794709	0.0	-670.051982016462
1714000	-48725.38722148648	-676.3731610336005	-48049.01406045288	1.4083787096680378	68.57917141473713	18.018610404799595	1.0	1.0	-48049.01406045288	0.0	-673.4817558984448
1715000	-48712.893558408454	-669.7297019314595	-48043.163856477	1.1114467746157772	65.31767598528421	18.97159032535134	1.0	1.0	-48043.163856477	0.0	-666.7867593173232
1716000	-48720.283276733404	-675.1954472307602	-48045.08782950264	1.333515626605258	66.99826632993896	21.650427183248752	1.0	1.0	-48045.08782950264	0.0	-672.1204220451785
1717000	-48710.98561688655	-676.4430527554096	-48034.542564131145	1.2535463094796815	66.6995095980254	22.519233083892694	1.0	1.0	-48034.542564131145	0.0	-673.3286830076073
1718000	-48717.56515042075	-677.3011988884664	-48040.26395153228	1.2123168464577123	67.15973850719405	22.07786135071044	1.0	1.0	-48040.26395153228	0.0	-674.206623530865
1719000	-48716.10607250125	-677.5779384650829	-48038.52813403617	1.2131930059877911	67.11292602176731	22.657545397154085	1.0	1.0	-48038.52813403617	0.0	-674.4574455385122
1720000	-48720.521510651866	-673.8562317740806	-48046.66527887779	1.2326994259667758	66.07488515090509	21.96630114532076	1.0	1.0	-48046.66527887779	0.0	-670.7667222611972
1721000	-48715.55386492252	-671.5916940613977	-48043.96217086112	1.234262040308682	65.76841956396132	19.097169848203173	1.0	1.0	-48043.96217086112	0.0	-668.642153912811
1722000	-48717.42390935899	-677.262927904004	-48040.16098145499	1.1521814549541707	67.41157038146643	22.90525364788807	1.0	1.0	-48040.16098145499	0.0	-674.1315616028174
1723000	-48733.9466843929	-675.28003893589	-48058.66664545701	1.3136376229693136	67.51924016341292	19.47686358167297	1.0	1.0	-48058.66664545701	0.0	-672.3108116577397
1724000	-48740.68938193551	-676.3501522770263	-48064.339229658486	1.0974005983256965	67.70044189557463	18.87459265183795	1.0	1.0	-48064.339229658486	0.0	-673.4123355634837
1725000	-48742.88634542892	-670.7464143612435	-48072.13993106767	1.063723454234016	65.39530927260303	19.780064553214434	1.0	1.0	-48072.13993106767	0.0	-667.7617397714944
1726000	-48735.507811080664	-677.3885238688267	-48058.11928721184	1.078522722600436	67.88711061963616	19.027680338068233	1.0	1.0	-48058.11928721184	0.0	-674.4426290899528
1727000	-48718.00204454292	-674.9431670432687	-48043.05887749965	1.173713139030049	67.08657864353755	18.56627908391289	1.0	1.0	-48043.05887749965	0.0	-672.0218200604146
1728000	-48732.961195676085	-669.0783759278964	-48063.88281974819	1.0787950701495754	64.70614322818187	18.258972412380604	1.0	1.0	-48063.88281974819	0.0	-666.1737193296483
1729000	-48718.089516575375	-676.3592575672385	-48041.73025900814	1.2671827323508666	67.97050938191438	19.696857208231084	1.0	1.0	-48041.73025900814	0.0	-673.3787984767984
1730000	-48714.52953727372	-671.2284409616589	-48043.301096312054	1.148665817469542	65.4621465355295	20.41513254539861	1.0	1.0	-48043.301096312054	0.0	-668.2121645443589
1731000	-48709.997565947444	-674.2148358367272	-48035.78273011072	1.093901385196611	67.13339083289245	20.463218391104505	1.0	1.0	-48035.78273011072	0.0	-671.1962067869563
1732000	-48709.99560029486	-670.405413722112	-48039.59018657275	1.0851414936089125	65.80066211108826	19.42747455484965	1.0	1.0	-48039.59018657275	0.0	-667.4387254437607
1733000	-48725.54530748347	-672.4232251308706	-48053.1220823526	1.0683023866944479	66.69780490765422	18.862401548451814	1.0	1.0	-48053.1220823526	0.0	-669.4860545262229
1734000	-48719.81861252069	-673.9733192080729	-48045.84529331262	1.0886124230362326	66.74458365950318	17.70306844035937	1.0	1.0	-48045.84529331262	0.0	-671.0995812253055
1735000	-48725.986695933985	-671.4492648870227	-48054.53743104696	1.0767622766265992	65.57024877721005	21.519678851749248	1.0	1.0	-48054.53743104696	0.0	-668.3802970750862
1736000	-48737.10788728847	-674.8499760174873	-48062.25791127098	1.075693899237783	66.5734219132174	23.22024955935776	1.0	1.0	-48062.25791127098	0.0	-671.7049512936716
1737000	-48732.377600761756	-670.8467080469351	-48061.53089271482	1.118974048434539	65.94441289942179	19.166654259606506	1.0	1.0	-48061.53089271482	0.0	-667.893536035125
1738000	-48730.00404588686	-668.583805937572	-48061.420239949286	1.1082066697639885	65.01392544166136	19.442204257495728	1.0	1.0	-48061.420239949286	0.0	-665.6163597572364
1739000	-48733.847618732754	-673.7799226525881	-48060.067696080165	1.143556782328716	67.13477765577687	19.54971724794286	1.0	1.0	-48060.067696080165	0.0	-670.8069618292822
1740000	-48749.36740893579	-673.7148086954511	-48075.65260024034	1.1030118748661586	66.86472129705403	21.726227020318024	1.0	1.0	-48075.65260024034	0.0	-670.6362885462481
1741000	-48742.570869495685	-672.0185366652559	-48070.552332830426	1.1152067088362714	66.12505978102783	17.290914402669387	1.0	1.0	-48070.552332830426	0.0	-669.1683554807433
1742000	-48738.600920389785	-672.8459262988092	-48065.754994090974	1.0838607271937106	66.27727354703833	17.404276626095935	1.0	1.0	-48065.754994090974	0.0	-669.9892103396795
1743000	-48752.166375826426	-671.5165062331408	-48080.64986959328	1.0942864974032904	66.26817280343164	19.291219440804504	1.0	1.0	-48080.64986959328	0.0	-668.5568561920054
1744000	-48733.754497812995	-671.1116129814845	-48062.64288483151	1.1102021996042706	66.36046585404016	19.490957603176597	1.0	1.0	-48062.64288483151	0.0	-668.1416623361204
1745000	-48733.73557076322	-672.5064809336242	-48061.2290898296	1.0763755624103926	65.52019621853783	16.41383588187508	1.0	1.0	-48061.2290898296	0.0	-669.7083563031339
1746000	-48724.1504866874	-671.2843776026609	-48052.86610908474	1.0935692601597606	66.09831750166225	18.867474230448387	1.0	1.0	-48052.86610908474	0.0	-668.3469381033019
1747000	-48715.57987715037	-671.0646091218446	-48044.515268028525	1.1215662239404098	66.21186056210706	18.63452242843483	1.0	1.0	-48044.515268028525	0.0	-668.1395932169082
1748000	-48715.503612166474	-670.5724602551709	-48044.9311519113	1.070712940074593	65.56410849855064	17.792391694093602	1.0	1.0	-48044.9311519113	0.0	-667.6936893221645
1749000	-48724.18218939709	-672.5105752807848	-48051.671614116305	1.118693620677263	66.22647289777329	17.92047563233754	1.0	1.0	-48051.671614116305	0.0	-669.6246313316071
1750000	-48717.575062661956	-673.5354516675826	-48044.039610994376	1.0982204075813653	66.62942545382461	18.95321981874669	1.0	1.0	-48044.039610994376	0.0	-670.5934778392079
1751000	-48720.78665640645	-676.4313178374128	-48044.35533856904	1.0805704357303796	67.75875721421409	20.978858375699044	1.0	1.0	-48044.35533856904	0.0	-673.3878026508108
1752000	-48728.66404726094	-676.8933001549817	-48051.77074710596	1.0990399613407227	66.91136416126767	22.509137943970607	1.0	1.0	-48051.77074710596	0.0	-673.779378797377
1753000	-48723.15405924316	-672.0028041634976	-48051.15125507967	1.0683861810957207	65.5543854977566	19.10935920420041	1.0	1.0	-48051.15125507967	0.0	-669.0526259377699
1754000	-48721.414160940614	-676.5930954852154	-48044.8210654554	1.101981871885188	67.45210837911195	21.43876585426025	1.0	1.0	-48044.8210654554	0.0	-673.5278947134373
1755000	-48727.3373979769	-671.5127234527585	-48055.82467452414	1.0961449262318756	65.70557922422344	17.757623061756142	1.0	1.0	-48055.82467452414	0.0	-668.6359085607642
1756000	-48734.85761680476	-671.1819440408245	-48063.67567276394	1.0892529692548507	65.42764992911046	20.919986041043558	1.0	1.0	-48063.67567276394	0.0	-668.1412390688822
1757000	-48738.59165382691	-672.3182450971315	-48066.27340872978	1.0991491927237036	66.0173736289845	18.666528164686753	1.0	1.0	-48066.27340872978	0.0	-669.3915131148409
1758000	-48728.53442933458	-674.6016072118456	-48053.93282212273	1.099773486794553	66.77773045459718	21.419318640064724	1.0	1.0	-48053.93282212273	0.0	-671.5373139568527
1759000	-48714.93305288283	-671.3156681712048	-48043.61738471162	1.0939373249217692	65.7529127026374	18.29246509655569	1.0	1.0	-48043.61738471162	0.0	-668.4091789395046
1760000	-48752.42000003984	-669.1690291147327	-48083.25097092511	1.0805866360938137	65.46341915397309	18.368123775721223	1.0	1.0	-48083.25097092511	0.0	-666.2584123559575
1761000	-48736.012092449615	-673.456456275199	-48062.55563617442	1.1025740844447731	66.67858541272876	19.43511714341493	1.0	1.0	-48062.55563617442	0.0	-670.4893746834668
1762000	-48748.92477514572	-674.5854265932859	-48074.339348552436	1.1215503623388614	67.48281604976353	18.676804377727105	1.0	1.0	-48074.339348552436	0.0	-671.6581442469758
1763000	-48746.48885587462	-668.6637774326151	-48077.825078442	1.0972435262099554	65.70519388452976	18.02682176384192	1.0	1.0	-48077.825078442	0.0	-665.7719166858221
1764000	-48738.774058095114	-671.5931971765506	-48067.18086091856	1.1047451939376343	66.41850581482372	18.697330402017975	1.0	1.0	-48067.18086091856	0.0	-668.6648164221315
1765000	-48720.99305307377	-673.0532077228717	-48047.9398453509	1.1047051633442428	67.22822478558201	18.535497991275722	1.0	1.0	-48047.9398453509	0.0	-670.1335200190132
1766000	-48721.95235861857	-673.0671844064841	-48048.88517421208	1.1190773766827573	67.03318223356641	18.762887679347106	1.0	1.0	-48048.88517421208	0.0	-670.1353035472811
1767000	-48731.41747765476	-671.929933338701	-48059.487544316056	1.1340566791718765	66.35629634355581	21.864287288479645	1.0	1.0	-48059.487544316056	0.0	-668.8450787503664
1768000	-48742.71195091252	-675.2164153131071	-48067.49553559941	1.1253392413045218	67.6336451690667	16.28109783093457	1.0	1.0	-48067.49553559941	0.0	-672.4264105204737
1769000	-48740.503718698696	-669.8095200574176	-48070.69419864128	1.0849007475080323	65.46864262837492	17.741148680793575	1.0	1.0	-48070.69419864128	0.0	-666.933633331742
1770000	-48733.33778000664	-672.1357149448262	-48061.202065061814	1.1313779195318343	66.8324931201203	17.628078172995476	1.0	1.0	-48061.202065061814	0.0	-669.2662219632639
1771000	-48716.0875288575	-672.4402253594278	-48043.647303498066	1.1136650444563505	66.72903893512903	18.657776450185082	1.0	1.0	-48043.647303498066	0.0	-669.5139623324065
1772000	-48718.907117391456	-669.4015441718816	-48049.505573219576	1.0967466952019767	65.58885469846672	17.021580992191193	1.0	1.0	-48049.505573219576	0.0	-666.5670621627924
1773000	-48733.282340038146	-673.6690400523945	-48059.61329998575	1.1321891799910562	67.29652834613624	17.168932617202213	1.0	1.0	-48059.61329998575	0.0	-670.8259385449852
1774000	-48722.41653368207	-668.9112892352647	-48053.50524444681	1.0854293160878221	65.5256992382635	20.153521627964672	1.0	1.0	-48053.50524444681	0.0	-665.907910191524
1775000	-48720.711086192205	-672.7038787366067	-48048.0072074556	1.1111156455422952	66.9166151312511	19.41336128511048	1.0	1.0	-48048.0072074556	0.0	-669.7379171815637
1776000	-48728.163465397374	-673.898038450873	-48054.2654269465	1.0945104553729363	67.1361021778824	18.89621361135474	1.0	1.0	-48054.2654269465	0.0	-670.9590768869012
1777000	-48741.9679969373	-675.1938759756401	-48066.774120961665	1.1090645171459481	67.40150791391737	17.657167587760057	1.0	1.0	-48066.774120961665	0.0	-672.3227341790715
1778000	-48725.153013827956	-673.3236374923423	-48051.82937633561	1.1115011559814627	66.80699180056554	18.746798552337474	1.0	1.0	-48051.82937633561	0.0	-670.3926144983797
1779000	-48711.8614185849	-675.279952884499	-48036.5814657004	1.0633751789496233	67.51022422193287	19.60361418992602	1.0	1.0	-48036.5814657004	0.0	-672.3042389378165
1780000	-48724.57480533502	-672.7158631902188	-48051.8589421448	1.0611347652987608	66.064836835027	18.98705132078852	1.0	1.0	-48051.8589421448	0.0	-669.7721059528177
1781000	-48737.48368962538	-672.0469387926244	-48065.43675083275	1.0747021102001975	65.97434584468398	19.39271715002028	1.0	1.0	-48065.43675083275	0.0	-669.0820412016752
1782000	-48749.18799863163	-673.2087041255927	-48075.97929450603	1.1308880463471591	66.81122824116865	20.320132456732136	1.0	1.0	-48075.97929450603	0.0	-670.1970919843637
1783000	-48738.87328284381	-672.4397052760285	-48066.43357756778	1.1078855281070874	66.36561272962214	18.20268009765011	1.0	1.0	-48066.43357756778	0.0	-669.5381364346745
1784000	-48731.27717064421	-673.749795540837	-48057.52737510337	1.0871212958975534	66.32654384420047	22.589421609996933	1.0	1.0	-48057.52737510337	0.0	-670.632313814492
1785000	-48725.066840561834	-673.5845255118875	-48051.48231504994	1.089409252818707	66.83225811345935	19.622910065450245	1.0	1.0	-48051.48231504994	0.0	-670.60782774737
1786000	-48733.98326709356	-674.9398983067865	-48059.04336878677	1.1359467464014925	67.71708497517919	19.335784698220177	1.0	1.0	-48059.04336878677	0.0	-671.9779407982105
1787000	-48730.37571951977	-675.584638722215	-48054.79108079756	1.1997580390436986	67.80417552484472	19.961969053935977	1.0	1.0	-48054.79108079756	0.0	-672.5908098062005
1788000	-48711.994579978986	-673.995469212093	-48037.99911076689	1.163543548079827	66.90285029074272	17.364238337702076	1.0	1.0	-48037.99911076689	0.0	-671.1410563887822
1789000	-48731.63277560699	-673.6817317921716	-48057.95104381481	1.123846001062932	67.07633042689793	19.1542139251201	1.0	1.0	-48057.95104381481	0.0	-670.7292090524429
1790000	-48739.65730512433	-675.5902950769047	-48064.06701004743	1.108567514433012	67.65219231449865	19.120989412622638	1.0	1.0	-48064.06701004743	0.0	-672.6395084230982
1791000	-48729.98662793096	-672.6879403049196	-48057.29868762604	1.0970136269406776	66.34270143601344	18.025558484502003	1.0	1.0	-48057.29868762604	0.0	-669.796149638345
1792000	-48737.20458044933	-676.9304319346685	-48060.27414851466	1.1183072809937622	68.06397454793012	21.581897749749263	1.0	1.0	-48060.27414851466	0.0	-673.8585770384942
1793000	-48725.935329638436	-670.5605039045757	-48055.37482573386	1.0686485014581577	65.65392271425158	19.16276776547237	1.0	1.0	-48055.37482573386	0.0	-667.6075346870653
1794000	-48730.56541149264	-674.2481485777996	-48056.31726291484	1.1242917315698455	66.8077638235546	20.102194187808642	1.0	1.0	-48056.31726291484	0.0	-671.24731960512
1795000	-48724.018250859066	-673.5620203268837	-48050.45623053218	1.0977778930396511	66.1018132344853	16.93093506161085	1.0	1.0	-48050.45623053218	0.0	-670.7328779012178
1796000	-48733.555504225515	-673.2869714068393	-48060.26853281868	1.1083280281220436	66.29366851903214	17.556761408620996	1.0	1.0	-48060.26853281868	0.0	-670.4215322656746
1797000	-48740.42249720644	-673.4447130255121	-48066.97778418093	1.137678509991539	66.56257319144053	22.100798878605385	1.0	1.0	-48066.97778418093	0.0	-670.3490992692886
1798000	-48728.26230559628	-672.198236772595	-48056.06406882369	1.0813315352412827	66.14664566143463	21.83042953315401	1.0	1.0	-48056.06406882369	0.0	-669.1149319259484
1799000	-48739.94975409603	-674.4433891940936	-48065.506364901936	1.101252346141324	67.40629879842713	19.84120808199647	1.0	1.0	-48065.506364901936	0.0	-671.455628202861
1800000	-48737.48381174362	-673.147217364208	-48064.33659437941	1.0402334988453394	65.77752450181235	17.538909242051087	1.0	1.0	-48064.33659437941	0.0	-670.2827955660819
1801000	-48745.16095623821	-671.040547579376	-48074.12040865883	1.0529770397500515	65.2595530810703	16.733398883485062	1.0	1.0	-48074.12040865883	0.0	-668.2231409240144
1802000	-48746.30534450871	-674.8650623571343	-48071.440282151576	1.0882788990209755	67.58715402347937	18.62907824538093	1.0	1.0	-48071.440282151576	0.0	-671.9403386506433
1803000	-48727.192780116864	-667.197119404583	-48059.99566071228	1.0641437519141255	64.85585835695305	18.998360115484058	1.0	1.0	-48059.99566071228	0.0	-664.2527667388528
1804000	-48731.358738614086	-669.4293696051691	-48061.92936900892	1.060100252987235	65.62674621586649	20.498798390448318	1.0	1.0	-48061.92936900892	0.0	-666.4090033358427
1805000	-48729.82541341156	-671.7422306029267	-48058.08318280864	1.0679647854003345	66.38976884047754	20.101899705863637	1.0	1.0	-48058.08318280864	0.0	-668.7414162795982
1806000	-48727.68052532838	-676.4900005064975	-48051.19052482188	1.1124737318292173	67.46904815048435	17.703903155930817	1.0	1.0	-48051.19052482188	0.0	-673.6162153739439
1807000	-48722.556836677686	-671.6195050637116	-48050.937331613975	1.0907113774078365	65.87186095890478	20.74594988132571	1.0	1.0	-48050.937331613975	0.0	-668.5871540225284
1808000	-48727.24742290692	-674.3233317541635	-48052.92409115276	1.0793555143574705	66.73710283547557	19.55071161771099	1.0	1.0	-48052.92409115276	0.0	-671.3503200685117
1809000	-48728.55699698882	-672.2620454279819	-48056.294951560834	1.0461784435717845	65.72837221805052	20.283320149910196	1.0	1.0	-48056.294951560834	0.0	-669.25224654718
1810000	-48729.221739929315	-673.9913116813719	-48055.230428247945	1.0897124234401	66.51461691382607	17.91616843225733	1.0	1.0	-48055.230428247945	0.0	-671.1056081118511
1811000	-48735.91502778013	-677.5411096107682	-48058.37391816936	1.07700159330304	67.23886366454639	23.219948083157757	1.0	1.0	-48058.37391816936	0.0	-674.3960978703684
1812000	-48731.78587503063	-674.7952287328217	-48056.99064629781	1.12063146313647	67.44653568563068	18.465777392408036	1.0	1.0	-48056.99064629781	0.0	-671.8793095845418
1813000	-48722.83814737763	-678.3378694380036	-48044.50027793963	1.1473003271728808	67.7111512981283	24.000480502788218	1.0	1.0	-48044.50027793963	0.0	-675.1597955869066
1814000	-48726.61389575746	-669.9507173596674	-48056.663178397794	1.0353127098927546	65.41481329790304	18.469239712488573	1.0	1.0	-48056.663178397794	0.0	-667.0346107296771
1815000	-48737.22437954916	-671.0482010689645	-48066.17617848019	1.0941832551396042	65.8896759106006	17.751186795626374	1.0	1.0	-48066.17617848019	0.0	-668.1717486935528
1816000	-48746.917472679575	-673.1567152864435	-48073.76075739313	1.1147429567831817	66.76420626194265	18.54847868042006	1.0	1.0	-48073.76075739313	0.0	-670.2363275125904
1817000	-48734.65160600431	-675.4571168252456	-48059.19448917906	1.1213081755179124	67.38017249877764	17.89098764381359	1.0	1.0	-48059.19448917906	0.0	-672.5728197227752
1818000	-48731.45117365216	-668.9163938312798	-48062.53477982088	1.116507231985386	65.30689688057501	18.482306383949695	1.0	1.0	-48062.53477982088	0.0	-665.9995799685274
1819000	-48723.94853454961	-672.776954815902	-48051.1715797337	1.140307660288744	66.64760136661336	19.803222190603588	1.0	1.0	-48051.1715797337	0.0	-669.7911101545425
1820000	-48743.0939985196	-677.3702223599781	-48065.723776159626	1.108042914012971	67.74013230504163	21.224289540644797	1.0	1.0	-48065.723776159626	0.0	-674.3150761011021
1821000	-48735.754037050974	-676.1518974163411	-48059.60213963463	1.085782864066161	67.20747411012408	19.00744982911835	1.0	1.0	-48059.60213963463	0.0	-673.2070664177548
1822000	-48726.89243251373	-674.9933748649734	-48051.899057648756	1.0643782814487295	65.92387541059882	23.227345057426135	1.0	1.0	-48051.899057648756	0.0	-671.8480446141144
1823000	-48723.308186991555	-669.4866351375877	-48053.821551853966	1.062492457409702	64.9371304747822	20.007851590556488	1.0	1.0	-48053.821551853966	0.0	-666.490510361545
1824000	-48726.06081822867	-672.5387920175102	-48053.522026211154	1.0660654475785054	66.2108852718134	19.29630347248822	1.0	1.0	-48053.522026211154	0.0	-669.5788784698665
1825000	-48709.3344681146	-669.9705811157776	-48039.36388699882	1.0697731656042768	65.08527040495986	19.172432776444918	1.0	1.0	-48039.36388699882	0.0	-667.0171076613757
1826000	-48720.89633911532	-675.231272400841	-48045.66506671448	1.107275893332024	67.03996779770927	20.151335390136968	1.0	1.0	-48045.66506671448	0.0	-672.2280018421809
1827000	-48717.720049059855	-674.0472897597316	-48043.67275930013	1.102342960799606	66.18006227153535	18.356268604458283	1.0	1.0	-48043.67275930013	0.0	-671.1373186302455
1828000	-48707.176927045264	-676.2413693348091	-48030.93555771046	1.1042887028366464	67.70652850028998	19.463000787247342	1.0	1.0	-48030.93555771046	0.0	-673.2728540671002
1829000	-48722.93225108281	-676.5574136029518	-48046.37483747986	1.0766872107909804	67.2296795430379	17.165643207289335	1.0	1.0	-48046.37483747986	0.0	-673.7145037047203
1830000	-48731.09038860173	-673.0270809054831	-48058.06330769625	1.0629243890439004	66.48221353678058	20.247760082506343	1.0	1.0	-48058.06330769625	0.0	-670.0190367312582
1831000	-48715.069143389745	-674.3150014702453	-48040.7541419195	1.0625596001133675	66.03622311690128	16.58502027480427	1.0	1.0	-48040.7541419195	0.0	-671.5065015753686
1832000	-48733.46464256167	-676.2039886927494	-48057.260653868914	1.0816470625480612	67.2185073894953	21.664165893570527	1.0	1.0	-48057.260653868914	0.0	-673.12832913848
1833000	-48702.338262095225	-674.6966636263729	-48027.64159846885	1.0990960045769982	67.50738321258102	19.84749942277071	1.0	1.0	-48027.64159846885	0.0	-671.708585600839
1834000	-48710.3672909973	-675.5890407097926	-48034.77825028751	1.0904520275240186	66.92713848296818	21.935821603278484	1.0	1.0	-48034.77825028751	0.0	-672.500919719606
1835000	-48731.536332458134	-674.4590056697425	-48057.07732678839	1.0906637649459074	66.77685711242259	20.499816308542655	1.0	1.0	-48057.07732678839	0.0	-671.4385897441972
1836000	-48724.30173118078	-674.5256826802514	-48049.77604850053	1.1047258750062416	66.86150626913815	17.011671773105252	1.0	1.0	-48049.77604850053	0.0	-671.6917829968913
