Azfi_scaffold_gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Azfi_s0188.g056771,236.521796365478,0.3341522199235,0.509255639544745,0.65615811387424,0.511722396047326,0.978
Azfi_s0188.g056773,932.372676373547,0.430799547172993,0.388885166850634,1.10778086668052,0.267956465187211,0.935
Azfi_s0188.g056774,45.1799408903289,-0.107755891250054,0.522474636752021,-0.206241382203588,0.836602364296358,0.996
Azfi_s0188.g056775,125.864769477572,0.483140041584609,0.5005425715592,0.965232667582337,0.33442828808953,0.952
Azfi_s0188.g056780,112.940978690915,-0.020155464463172,0.377494150034827,-0.053392786249303,0.957418952755256,1.000
Azfi_s0188.g056783,69.7781984721471,-0.804872698382179,0.591598543337602,-1.36050486845582,0.17367021332638,0.877
Azfi_s0188.g056787,182.415816028408,-0.528802919411275,0.334328203478587,-1.5816880356166,0.113720805356692,0.798
Azfi_s0188.g056788,37.6538572555918,-1.02559281498889,0.52667589979095,-1.9472939912306,0.051499498684706,0.618
Azfi_s0188.g056793,166.144451331464,-0.094826284889385,0.352519688483284,-0.26899571282777,0.787932981787592,0.996
Azfi_s0188.g056794,56.3612524633908,-0.435797169844973,0.470748830720879,-0.925753058542106,0.35457432708754,0.961
Azfi_s0188.g056807,1371.818342544,1.67843507597329,0.515418355562383,3.2564518858509,0.001128140486281,0.069
Azfi_s0188.g056808,567.695832942899,0.110953274738844,0.280485984169671,0.39557511248664,0.692418499960216,0.994
Azfi_s0188.g056811,746.954442805813,0.139827707198423,0.389466240445347,0.359023947848555,0.719577174202639,0.996
Azfi_s0188.g056819,248.994796301068,-0.204920817426303,0.328648532456348,-0.623525733995241,0.532939096781661,0.981
Azfi_s0188.g056822,767.456072442111,-0.092474225179544,0.278043982595054,-0.332588478687648,0.739444941409811,0.996
Azfi_s0188.g056824,5.8727614270442,0.300331923751576,1.2955732243054,0.231813932332998,0.81668253535234,0.996
Azfi_s0189.g056841,44.8492095107019,-0.797823516030764,0.491231696392453,-1.62412873983883,0.104348335384251,0.776
Azfi_s0189.g056851,76.0340042812403,2.20747498646411,0.63820535836415,3.4588788037166,0.000542428923252,0.041
Azfi_s0189.g056853,61.3138479315664,-0.170913462953619,0.627247095615608,-0.272481872213178,0.785251528017906,0.996
Azfi_s0189.g056856,19.1129618834374,-1.55994042428947,0.73222079773888,-2.13042354042198,0.03313666203667,0.524
Azfi_s0189.g056859,710.462982255663,-0.149737753792473,0.297699084369264,-0.502983588645302,0.614975810571526,0.989
Azfi_s0189.g056861,148.328938415953,0.099268280758889,0.397607281610143,0.249664141855989,0.802847090805797,0.996
Azfi_s0189.g056862,247.801103920499,0.365929440858431,0.350805925152197,1.04311077613547,0.296896990349035,0.942
Azfi_s0189.g056865,69.9249647387183,-0.210651891950585,0.509190200783767,-0.413699815169931,0.679093962474698,0.993
Azfi_s0189.g056866,420.926284231729,-0.234405477199534,0.312360321983488,-0.750432947792662,0.452993993518976,0.974
Azfi_s0190.g056892,3014.74871717888,0.268410825547086,0.283881953833707,0.945501543589898,0.344402883138955,0.959
Azfi_s0190.g056904,549.469597037937,0.806693444226981,0.342125244870953,2.35788927102196,0.018379174260502,0.399
Azfi_s0190.g056908,105.667397671827,0.14142940411889,0.474265097771637,0.298207489404985,0.765544805986047,0.996
Azfi_s0190.g056909,29.3724573986953,-1.02349616761875,0.595770288163745,-1.71793758089771,0.085808001128782,0.737
Azfi_s0190.g056913,15.400415345693,-2.27541358376812,1.42606259846468,-1.59559165650784,0.110579991544074,0.789
Azfi_s0190.g056920,3.16932206883419,-4.47267346590409,1.94204941059091,-2.30306883105677,0.021274970672708,0.427
Azfi_s0190.g056926,7496.95383581284,-1.00097265770017,1.08307989260646,-0.924190971075368,0.355386895689681,0.961
Azfi_s0190.g056933,224.072796237873,-0.437370807806905,0.377988917410902,-1.15709955414235,0.247231688824149,0.923
Azfi_s0190.g056935,78.8444540136228,0.220646969591014,0.383505000581851,0.575343135699014,0.565059253815404,0.983
Azfi_s0190.g056936,12.1979239313362,-0.198347583023236,0.789083874190316,-0.251364385347199,0.801532400265637,0.996
Azfi_s0190.g056937,226.661209748653,-0.104536333088105,0.296266304248587,-0.352845840343668,0.724204015590462,0.996
Azfi_s0190.g056938,57.9148082036371,-0.722919344494284,0.532240071810546,-1.35825801697925,0.174381826909514,0.878
Azfi_s0190.g056940,56.7345934213992,-0.401743638464083,0.460800610637295,-0.871838337862583,0.383296576558827,0.965
Azfi_s0190.g056948,81.2232417693724,-0.235071159657476,0.379268923812663,-0.619800740051109,0.535388981399287,0.983
Azfi_s0190.g056951,578.338769340783,-1.01204550146006,0.329216347710972,-3.07410463817114,0.002111353642003,0.110
Azfi_s0191.g056971,368.529379810546,-0.155458754015309,0.339924699773357,-0.457332915551475,0.647431774475176,0.993
Azfi_s0191.g056973,185.165865211571,-0.59336016325593,0.325914606536865,-1.82060009387402,0.068667668559597,0.692
Azfi_s0191.g056975,77.3620089469956,0.118948209020142,0.505174684980321,0.235459559943657,0.813852063036266,0.996
Azfi_s0191.g056976,33.0947714576601,0.168603482112566,0.606806196811865,0.277853922716021,0.781124495913762,0.996
Azfi_s0191.g056977,103.033439053154,-0.213061523599314,0.383703245447904,-0.555276834707517,0.578705321282134,0.983
Azfi_s0191.g056981,137.035758027543,0.207988848200778,0.339253683480368,0.613077641684069,0.539825003077965,0.983
Azfi_s0191.g056982,1.49177722272726,1.49105243252347,2.50505554842798,0.59521731302891,0.551698218960215,0.983
Azfi_s0191.g056983,356.360073685342,0.478267117089595,0.294154709896414,1.62590331209729,0.103970225439664,0.774
Azfi_s0191.g056984,408.245926692064,-0.144226252786987,0.547773981680766,-0.263295186719985,0.792323069290612,0.996
Azfi_s0191.g056985,108.507202447707,-0.30224436849254,0.357823877684778,-0.844673559652159,0.398293125845659,0.965
Azfi_s0191.g056987,8.47031256953245,0.76441528834988,0.98834114295603,0.773432628802227,0.439266385873591,0.971
Azfi_s0191.g056990,78.4116361897864,-0.164019978019865,0.423726946459994,-0.387088853777561,0.698690429058957,0.995
Azfi_s0191.g056992,104.754638378669,-0.336272506736538,0.430594762706225,-0.780948901057492,0.434832549193258,0.971
Azfi_s0191.g056993,210.836061513613,0.08606473427588,0.304943099550968,0.282232109539817,0.777765538818858,0.996
Azfi_s0191.g056995,59.8498001067968,-0.889364873500944,0.51023384050092,-1.74305348431577,0.081324272765794,0.728
Azfi_s0191.g056997,47.4225897630894,-0.018608876411321,0.617178050340812,-0.030151552539895,0.975946186417673,1.000
Azfi_s0191.g057007,1315.57515308036,-0.366929042170206,0.497126265440121,-0.738100292981608,0.460453505742836,0.976
Azfi_s0191.g057010,218.682783139902,0.202636808799091,0.361250516139268,0.560931541260334,0.574844207044997,0.983
Azfi_s0191.g057013,281.710628679855,0.72703057552069,0.353137816689871,2.05877292422402,0.039515996578566,0.560
Azfi_s0191.g057014,383.850610053912,0.305660278394757,0.336823339960457,0.907479506707111,0.364153281837001,0.963
Azfi_s0191.g057015,54.2068264735086,-0.934482878904086,0.504255351683804,-1.85319377530386,0.063854589555049,0.674
Azfi_s0191.g057020,3448.8117460989,0.830865124801641,0.317869528445533,2.61385584477,0.008952680122721,0.281
Azfi_s0191.g057021,33.724274913214,-0.049207197847471,0.601645919906362,-0.081787636580548,0.934815587714164,0.997
Azfi_s0191.g057023,40.8277096818066,0.247846097696481,0.70099664367253,0.353562459868584,0.723666812029214,0.996
Azfi_s0191.g057026,169.169833786786,0.08995607723465,0.479040162012084,0.187783998854736,0.851045979686783,0.996
Azfi_s0191.g057028,62.8200204918342,-0.159057458638441,0.529544034502585,-0.30036682178442,0.763897368305418,0.996
Azfi_s0191.g057030,132.071407686762,0.955502682237154,0.422395801135437,2.2621027000474,0.023691058830326,0.449
Azfi_s0191.g057031,24.6497712067037,-0.009375341699362,0.651590020586159,-0.014388405904266,0.988520109182197,1.000
Azfi_s0192.g057032,667.887747603973,-1.83311331550382,1.28876253800784,-1.4223825269917,NA,NA
Azfi_s0192.g057033,712.713836744261,0.392555973787527,0.3802296606481,1.03241807364112,0.301876308738503,0.943
Azfi_s0192.g057034,356.242101229345,0.147539336903953,0.324969692644365,0.454009528406745,0.649821968724733,0.993
Azfi_s0192.g057042,9.04602716201626,0.405461787255435,1.13913240567872,0.355939121066309,0.721886157473552,0.996
Azfi_s0192.g057044,384105.02709536,0.176284285147383,0.273905666209285,0.643594882818846,0.519838169390711,0.978
